Test set13 (selected):, 0.046392, 0.765191, 0.456203, 0.396059, 0.772938, 0.402420, 3, 5, 2, 1, 4,
Test set14 (ground truth), 0.000000, 0.671233, 0.890411, 0.260274, 0.369863, 0.479452, 3, 4, 5, 1, 2,
Test set14 (all):, 0.036017, 0.483342, 0.615659, 0.457978, 0.538637, 0.437968, 5, 3, 1, 4, 2,
Test set14 (selected):, 0.040911, 0.412549, 0.710507, 0.404431, 0.650195, 0.402616, 5, 3, 1, 4, 2,
Test set15 (ground truth), 0.000000, 0.671233, 0.575342, 0.164384, 0.493151, 0.794521, 3, 4, 2, 1, 5,
Test set15 (all):, 0.036150, 0.496918, 0.457016, 0.456559, 0.473497, 0.569548, 3, 2, 4, 1, 5,
Test set15 (selected):, 0.018840, 0.740167, 0.457245, 0.419084, 0.405559, 0.848885, 4, 3, 2, 1, 5,
Test set16 (ground truth), 0.000000, 0.671233, 0.452055, 0.863014, 0.493151, 0.602740, 2, 4, 5, 1, 3,
Test set16 (all):, 0.059575, 0.502065, 0.481525, 0.347715, 0.457144, 0.563243, 3, 4, 2, 1, 5,
Test set16 (selected):, 0.032257, 0.749225, 0.591088, 0.564158, 0.388362, 0.414126, 4, 5, 3, 2, 1,
Test set17 (ground truth), 0.000000, 1.000000, 0.465753, 0.821918, 0.671233, 0.452055, 5, 2, 4, 3, 1,
Test set17 (all):, 0.056512, 0.608934, 0.436964, 0.515643, 0.484319, 0.444532, 2, 5, 4, 3, 1,
Test set17 (selected):, 0.039081, 0.743342, 0.381152, 0.628694, 0.391272, 0.370434, 5, 2, 4, 3, 1,
Test set18 (ground truth), 0.000000, 0.520548, 0.972603, 0.575342, 0.410959, 0.397260, 5, 4, 1, 3, 2,
Test set18 (all):, 0.031192, 0.451249, 0.612937, 0.449261, 0.440468, 0.468185, 4, 3, 1, 5, 2,
Test set18 (selected):, 0.035215, 0.334571, 0.626889, 0.489231, 0.407078, 0.517850, 1, 4, 3, 5, 2,
Test set19 (ground truth), 0.000000, 0.671233, 0.068493, 0.136986, 0.342466, 0.904110, 2, 3, 4, 1, 5,
Test set19 (all):, 0.093184, 0.504181, 0.468640, 0.464500, 0.488592, 0.517744, 3, 2, 4, 1, 5,
Test set19 (selected):, 0.062401, 0.725817, 0.444633, 0.490712, 0.513903, 0.789951, 2, 3, 4, 1, 5,
Test set20 (ground truth), 0.000000, 0.821918, 0.342466, 0.465753, 0.164384, 0.794521, 4, 2, 3, 5, 1,
Test set20 (all):, 0.035128, 0.586804, 0.291780, 0.267599, 0.392603, 0.631902, 3, 2, 4, 1, 5,
Test set20 (selected):, 0.059973, 0.667402, 0.809631, 0.270951, 0.303326, 0.816734, 3, 4, 1, 2, 5,
Test set21 (ground truth), 0.000000, 0.602740, 0.260274, 0.589041, 0.068493, 0.109589, 4, 5, 2, 3, 1,
Test set21 (all):, 0.076823, 0.405234, 0.477021, 0.413740, 0.444456, 0.464622, 1, 3, 4, 5, 2,
Test set21 (selected):, 0.080980, 0.429309, 0.429357, 0.538484, 0.433498, 0.568332, 1, 2, 4, 3, 5,
Test set22 (ground truth), 0.000000, 0.260274, 0.410959, 0.219178, 0.863014, 0.301370, 3, 1, 5, 2, 4,
Test set22 (all):, 0.074552, 0.488270, 0.316008, 0.389798, 0.374084, 0.510172, 2, 4, 3, 1, 5,
Test set22 (selected):, 0.034692, 0.404282, 0.417291, 0.429562, 0.562253, 0.435390, 1, 2, 3, 5, 4,
Test set23 (ground truth), 0.000000, 0.164384, 0.342466, 0.589041, 0.821918, 0.479452, 1, 2, 5, 3, 4,
Test set23 (all):, 0.029690, 0.457961, 0.473147, 0.458125, 0.656842, 0.451221, 5, 1, 3, 2, 4,
Test set23 (selected):, 0.019471, 0.420401, 0.420788, 0.642439, 0.701358, 0.388407, 5, 1, 2, 3, 4,
Test set24 (ground truth), 0.000000, 0.520548, 0.068493, 0.465753, 0.863014, 0.794521, 2, 3, 1, 5, 4,
Test set24 (all):, 0.090271, 0.413796, 0.432584, 0.278697, 0.368288, 0.628234, 3, 4, 1, 2, 5,
Test set24 (selected):, 0.034670, 0.514253, 0.163632, 0.225585, 0.537517, 0.819582, 2, 3, 1, 4, 5,
Test set25 (ground truth), 0.000000, 0.821918, 0.424658, 0.342466, 0.342466, 0.767123, 3, 4, 2, 5, 1,
Test set25 (all):, 0.032144, 0.522996, 0.436316, 0.436311, 0.440388, 0.537266, 3, 2, 4, 1, 5,
Test set25 (selected):, 0.029740, 0.577158, 0.437598, 0.536181, 0.375790, 0.543541, 4, 2, 3, 5, 1,
Test set26 (ground truth), 0.000000, 0.547945, 0.465753, 0.602740, 0.821918, 0.767123, 2, 1, 3, 5, 4,
Test set26 (all):, 0.039155, 0.440906, 0.436193, 0.433884, 0.508041, 0.529605, 3, 2, 1, 4, 5,
Test set26 (selected):, 0.078317, 0.536827, 0.108610, 0.167854, 0.563438, 0.677835, 2, 3, 1, 4, 5,
Test set27 (ground truth), 0.000000, 0.547945, 0.520548, 0.219178, 0.863014, 0.821918, 3, 2, 1, 5, 4,
Test set27 (all):, 0.078331, 0.318136, 0.381500, 0.445038, 0.357819, 0.706714, 1, 4, 2, 3, 5,
Test set27 (selected):, 0.029514, 0.531890, 0.479566, 0.417851, 0.560821, 0.700092, 3, 2, 1, 4, 5,
Test set28 (ground truth), 0.000000, 0.671233, 0.890411, 0.068493, 0.397260, 0.767123, 3, 4, 1, 5, 2,
Test set28 (all):, 0.067539, 0.482599, 0.609753, 0.455999, 0.488006, 0.512276, 3, 1, 4, 5, 2,
Test set28 (selected):, 0.050612, 0.744954, 0.714620, 0.434790, 0.509228, 0.502521, 3, 5, 4, 2, 1,
Test set29 (ground truth), 0.000000, 1.000000, 0.150685, 0.904110, 0.767123, 0.602740, 2, 5, 4, 3, 1,
Test set29 (all):, 0.102349, 0.600718, 0.467384, 0.497165, 0.503194, 0.473288, 2, 5, 3, 4, 1,
Test set29 (selected):, 0.051272, 0.717956, 0.407122, 0.794950, 0.521008, 0.406364, 5, 2, 4, 1, 3,
Test set30 (ground truth), 0.000000, 0.821918, 0.520548, 0.219178, 0.369863, 0.000000, 5, 3, 4, 2, 1,
Test set30 (all):, 0.090858, 0.612985, 0.399891, 0.443875, 0.633464, 0.525456, 2, 3, 5, 1, 4,
Test set30 (selected):, 0.070669, 0.560406, 0.628350, 0.438845, 0.602083, 0.413708, 5, 3, 1, 4, 2,
Test set31 (ground truth), 0.000000, 0.150685, 0.452055, 0.342466, 0.767123, 0.479452, 1, 3, 2, 5, 4,
Test set31 (all):, 0.036405, 0.483889, 0.497517, 0.470047, 0.539980, 0.446876, 5, 3, 1, 2, 4,
Test set31 (selected):, 0.030326, 0.415527, 0.619075, 0.371259, 0.566948, 0.366795, 5, 3, 1, 4, 2,
Test set32 (ground truth), 0.000000, 0.520548, 0.671233, 0.890411, 0.972603, 0.424658, 5, 1, 2, 3, 4,
Test set32 (all):, 0.050313, 0.439976, 0.470305, 0.599857, 0.625911, 0.433936, 5, 1, 2, 3, 4,
Test set32 (selected):, 0.045644, 0.351525, 0.403897, 0.747836, 0.649131, 0.481430, 1, 2, 5, 4, 3,
Test set33 (ground truth), 0.000000, 0.602740, 0.520548, 0.972603, 0.164384, 0.589041, 4, 2, 5, 1, 3,
Test set33 (all):, 0.053601, 0.398348, 0.374526, 0.704241, 0.448059, 0.360094, 5, 2, 1, 4, 3,
Test set33 (selected):, 0.050947, 0.396995, 0.329670, 0.632074, 0.407652, 0.617827, 2, 1, 4, 5, 3,
Test set34 (ground truth), 0.000000, 0.150685, 0.109589, 0.863014, 0.301370, 0.904110, 2, 1, 4, 3, 5,
Test set34 (all):, 0.125135, 0.521487, 0.407616, 0.360393, 0.476648, 0.563507, 3, 2, 4, 1, 5,
Test set34 (selected):, 0.060909, 0.426697, 0.480953, 0.601869, 0.411859, 0.803878, 4, 1, 2, 3, 5,
Test set35 (ground truth), 0.000000, 0.671233, 0.424658, 0.575342, 0.260274, 0.068493, 5, 4, 2, 3, 1,
Test set35 (all):, 0.052232, 0.458432, 0.343546, 0.350923, 0.350556, 0.456797, 2, 4, 3, 5, 1,
Test set35 (selected):, 0.034273, 0.720007, 0.478309, 0.440910, 0.423377, 0.416963, 5, 4, 3, 2, 1,
Test set36 (ground truth), 0.000000, 0.150685, 0.589041, 0.410959, 0.109589, 0.589041, 4, 1, 3, 2, 5,
Test set36 (all):, 0.071351, 0.547540, 0.407604, 0.319230, 0.465661, 0.412577, 3, 2, 5, 4, 1,
Test set36 (selected):, 0.048810, 0.429955, 0.620082, 0.413692, 0.487013, 0.739499, 3, 1, 4, 2, 5,
Test set37 (ground truth), 0.000000, 0.547945, 0.465753, 0.260274, 0.410959, 0.602740, 3, 4, 2, 1, 5,
Test set37 (all):, 0.023720, 0.339178, 0.353342, 0.494390, 0.333627, 0.562850, 4, 1, 2, 3, 5,
Test set37 (selected):, 0.014904, 0.452330, 0.385944, 0.387956, 0.383352, 0.397939, 4, 2, 3, 5, 1,
Test set38 (ground truth), 0.000000, 0.671233, 0.589041, 0.219178, 0.164384, 0.602740, 4, 3, 2, 5, 1,
Test set38 (all):, 0.040866, 0.535416, 0.461978, 0.471769, 0.489648, 0.590981, 2, 3, 4, 1, 5,
Test set38 (selected):, 0.030214, 0.750437, 0.594649, 0.439752, 0.416821, 0.422769, 4, 5, 3, 2, 1,
Test set39 (ground truth), 0.000000, 0.602740, 0.452055, 0.068493, 0.465753, 0.904110, 3, 2, 4, 1, 5,
Test set39 (all):, 0.065770, 0.389227, 0.535215, 0.433317, 0.267674, 0.581601, 4, 1, 3, 2, 5,
Test set39 (selected):, 0.092019, 0.169615, 0.706251, 0.378634, 0.165370, 0.757604, 4, 1, 3, 2, 5,
Test set40 (ground truth), 0.000000, 1.000000, 0.150685, 0.671233, 0.410959, 0.479452, 2, 4, 5, 3, 1,
Test set40 (all):, 0.057966, 0.613108, 0.478168, 0.498257, 0.451738, 0.443141, 5, 4, 2, 3, 1,
Test set40 (selected):, 0.045188, 0.729476, 0.414065, 0.418616, 0.393408, 0.340650, 5, 4, 2, 3, 1,
